task_id,system,module_id,language,loc,cyclomatic_complexity,loop_count,pointer_use,fan_in,fan_out,recursion,switch_density,macro_expansion_size,changed_code_size,property_type,criticality_flag,previous_runtime_s,previous_timeout,previous_warning_count,previous_confirmed_warning_ratio,previous_human_escalation,fast_status,precise_status,split
system_a_task_1102,system_a,mod_0278,C,766,4,6,1,29,1,0,0.21,1286,103,range,0,11.87,0,9,0.165,0,verified,defect,test
system_a_task_1103,system_a,mod_0279,C,262,4,2,1,16,5,0,0.304,4212,31,memory_safety,1,40.94,0,1,0.77,0,unknown,verified,train
system_a_task_1104,system_a,mod_0280,C,1781,3,2,1,16,20,0,0.047,1290,173,range,0,7.28,0,4,0.228,0,verified,verified,train
system_a_task_1105,system_a,mod_0281,C,340,4,1,1,30,9,0,0.26,1628,155,range,0,16.38,0,6,0.038,0,verified,verified,train
system_a_task_1106,system_a,mod_0282,C,188,6,0,1,4,14,0,0.208,3070,102,memory_safety,0,3.02,0,7,0.44,0,verified,verified,train
system_a_task_1107,system_a,mod_0283,C,340,8,4,1,10,15,0,0.315,327,175,range,0,6.48,0,8,0.947,1,verified,defect,train
system_a_task_1108,system_a,mod_0284,C,1377,7,6,1,2,9,0,0.221,1454,40,memory_safety,1,3.61,0,5,0.657,0,verified,verified,train
system_a_task_1109,system_a,mod_0285,C,63,5,0,1,30,7,0,0.387,593,51,nullness,0,2.8,0,5,0.894,0,verified,verified,train
system_a_task_1110,system_a,mod_0286,C,272,4,2,1,1,12,0,0.328,1640,101,nullness,0,6.67,0,4,0.326,0,verified,verified,train
system_a_task_1111,system_a,mod_0287,C,222,8,3,1,9,24,0,0.041,1001,106,memory_safety,0,5.37,0,7,0.751,0,defect,timeout,train
system_a_task_1112,system_a,mod_0288,C,153,12,1,1,37,15,0,0.375,679,55,memory_safety,0,1.61,0,6,0.018,0,verified,timeout,train
system_a_task_1113,system_a,mod_0289,C,66,3,2,1,39,0,0,0.194,2581,65,assertion,0,0.4,1,7,0.004,0,verified,verified,train
system_a_task_1114,system_a,mod_0290,C,682,6,1,1,31,24,0,0.415,510,21,range,1,10.77,0,1,0.01,0,verified,verified,train
system_a_task_1115,system_a,mod_0291,C,443,8,2,1,7,22,0,0.162,1561,23,memory_safety,0,4.4,0,8,0.254,0,unknown,timeout,test
system_a_task_1116,system_a,mod_0292,C,410,5,0,1,29,12,0,0.325,2187,146,range,0,11.68,0,3,0.514,0,verified,defect,test
system_a_task_1117,system_a,mod_0293,C,297,6,4,1,14,3,0,0.065,1461,165,memory_safety,0,0.66,0,3,0.592,0,unknown,verified,test
system_a_task_1118,system_a,mod_0294,C,218,9,1,0,2,11,0,0.377,1083,49,assertion,0,6.25,0,2,0.627,0,verified,verified,train
system_a_task_1119,system_a,mod_0295,C,855,4,6,1,27,15,0,0.289,790,124,range,0,5.48,0,5,0.921,0,verified,timeout,train
system_a_task_1120,system_a,mod_0296,C,718,7,4,1,4,8,1,0.23,1428,178,memory_safety,0,4.73,0,4,0.501,0,unknown,verified,test
system_a_task_1121,system_a,mod_0297,C,545,5,6,1,21,25,0,0.233,2007,20,memory_safety,0,8.93,1,9,0.135,0,verified,verified,test
system_a_task_1122,system_a,mod_0298,C,169,5,0,1,36,23,0,0.373,602,117,memory_safety,0,1.1,0,1,0.182,0,verified,verified,test
system_a_task_1123,system_a,mod_0299,C,248,2,5,1,25,14,0,0.015,505,131,assertion,0,2.85,0,4,0.003,0,unknown,timeout,train
system_a_task_1124,system_a,mod_0300,C,105,8,3,1,0,1,0,0.221,596,7,resource_leak,0,15.2,0,6,0.844,0,verified,verified,train
system_a_task_1125,system_a,mod_0301,C,911,6,6,1,39,13,0,0.278,601,40,assertion,0,18.41,0,7,0.799,0,verified,verified,train
system_a_task_1126,system_a,mod_0302,C,340,12,5,1,0,18,0,0.068,2094,177,nullness,0,3.91,0,4,0.695,0,verified,verified,train
system_a_task_1127,system_a,mod_0303,C,211,18,3,1,17,16,0,0.327,714,144,nullness,0,8.42,0,8,0.169,0,verified,verified,train
system_a_task_1128,system_a,mod_0304,C,487,5,5,1,12,8,0,0.342,1237,141,range,1,6.11,0,4,0.98,0,verified,verified,test
system_a_task_1129,system_a,mod_0305,C,308,8,0,0,16,3,0,0.328,1128,2,assertion,0,8.72,1,0,0.726,0,verified,verified,train
system_a_task_1130,system_a,mod_0306,C,167,3,6,1,26,0,0,0.195,812,126,range,1,3.12,0,3,0.284,0,unknown,verified,test
system_a_task_1131,system_a,mod_0307,C,163,14,5,0,39,18,0,0.388,5706,10,concurrency,0,7.39,0,4,0.082,0,verified,verified,train
system_a_task_1132,system_a,mod_0308,C,149,12,4,0,12,19,0,0.216,2781,124,resource_leak,0,24.12,0,2,0.822,0,verified,verified,train
system_a_task_1133,system_a,mod_0309,C,76,4,4,1,17,8,0,0.154,3235,115,range,0,10.74,0,6,0.372,0,verified,verified,train
system_a_task_1134,system_a,mod_0310,C,205,5,2,1,7,20,0,0.141,4892,127,memory_safety,1,46.9,0,3,0.323,0,verified,verified,train
system_a_task_1135,system_a,mod_0311,C,276,11,1,1,40,16,0,0.403,1016,122,range,0,5.74,0,3,0.278,0,verified,timeout,train
system_a_task_1136,system_a,mod_0312,C,612,9,5,1,5,16,0,0.401,1239,119,resource_leak,0,3.89,0,6,0.503,0,verified,timeout,train
system_a_task_1137,system_a,mod_0313,C,480,4,5,1,10,16,0,0.088,5330,28,memory_safety,1,4.54,0,5,0.336,0,verified,verified,test
system_a_task_1138,system_a,mod_0314,C,432,4,1,1,9,24,0,0.294,1852,95,range,0,2.91,0,6,0.985,0,unknown,verified,train
system_a_task_1139,system_a,mod_0315,C,185,4,3,1,10,11,0,0.123,548,169,nullness,0,4.43,0,2,0.898,0,unknown,verified,train
system_a_task_1140,system_a,mod_0316,C,243,6,3,1,25,14,0,0.333,3631,76,memory_safety,0,2.21,0,7,0.496,0,unknown,verified,train
system_a_task_1141,system_a,mod_0317,C,1078,15,4,1,29,22,0,0.365,406,57,range,1,7.38,0,5,0.332,0,unknown,verified,train
system_a_task_1142,system_a,mod_0318,C,444,5,6,1,15,11,0,0.068,488,20,nullness,0,12.07,0,8,0.199,0,unknown,verified,train
system_a_task_1143,system_a,mod_0319,C,380,6,3,1,22,0,0,0.008,1007,82,memory_safety,0,0.79,0,7,0.651,0,verified,timeout,test
system_a_task_1144,system_a,mod_0320,C,66,3,2,1,29,13,0,0.109,2631,73,range,1,11.78,0,7,0.398,0,verified,timeout,train
system_a_task_1145,system_a,mod_0321,C,645,3,1,1,5,4,0,0.333,2270,123,range,0,3.11,0,7,0.048,1,unknown,verified,train
system_a_task_1146,system_a,mod_0322,C,139,4,1,1,17,12,0,0.246,9623,47,range,0,4.82,1,5,0.373,0,verified,verified,train
system_a_task_1147,system_a,mod_0323,C,517,2,2,1,9,5,0,0.358,2043,82,range,0,4.09,0,7,0.373,0,unknown,verified,train
system_a_task_1148,system_a,mod_0324,C,532,23,1,0,7,21,0,0.054,737,120,concurrency,0,4.94,0,5,0.522,0,unknown,verified,test
system_a_task_1149,system_a,mod_0325,C,338,10,6,1,40,14,0,0.334,47,69,range,0,6.6,0,7,0.252,0,verified,verified,train
system_a_task_1150,system_a,mod_0326,C,879,6,3,1,20,12,0,0.206,4615,46,memory_safety,0,6.32,0,7,0.291,1,verified,verified,train
system_a_task_1151,system_a,mod_0327,C,504,4,1,1,40,16,0,0.027,668,133,memory_safety,1,20.91,0,0,0.665,0,verified,verified,train
system_a_task_1152,system_a,mod_0328,C,314,4,1,1,14,20,0,0.305,10009,85,memory_safety,1,2.27,0,1,0.783,0,unknown,verified,train
system_a_task_1153,system_a,mod_0329,C,154,12,0,0,0,19,0,0.407,450,99,concurrency,0,6.34,0,4,0.083,0,unknown,verified,train
system_a_task_1154,system_a,mod_0330,C,209,10,2,1,14,1,0,0.042,124,166,range,0,3.33,0,6,0.922,0,verified,timeout,train
system_a_task_1155,system_a,mod_0331,C,127,6,6,0,0,5,0,0.116,6091,157,assertion,0,9.46,0,7,0.876,0,verified,verified,train
system_a_task_1156,system_a,mod_0332,C,613,9,4,1,27,2,0,0.166,1873,168,nullness,0,2.32,0,0,0.884,0,defect,defect,train
system_a_task_1157,system_a,mod_0333,C,1330,3,0,0,8,24,0,0.39,2257,35,assertion,0,7.11,0,6,0.416,0,verified,timeout,train
system_a_task_1158,system_a,mod_0334,C,382,3,4,1,21,1,0,0.211,365,134,memory_safety,1,3.79,0,7,0.075,0,verified,verified,train
system_a_task_1159,system_a,mod_0335,C,157,6,0,1,21,6,0,0.103,2067,77,assertion,0,23.55,1,9,0.601,0,unknown,verified,train
system_a_task_1160,system_a,mod_0336,C,1185,4,6,1,10,7,0,0.13,1066,169,nullness,0,3.31,0,9,0.026,1,unknown,verified,train
system_a_task_1161,system_a,mod_0337,C,440,6,2,1,4,18,0,0.402,162,155,resource_leak,0,8.37,0,4,0.779,0,verified,defect,train
system_a_task_1162,system_a,mod_0338,C,291,4,6,1,3,0,0,0.179,986,132,range,0,27.65,1,3,0.221,0,verified,verified,train
system_a_task_1163,system_a,mod_0339,C,417,8,5,1,7,22,0,0.209,5472,57,memory_safety,0,4.55,0,5,0.626,1,verified,timeout,train
system_a_task_1164,system_a,mod_0340,C,636,5,3,1,35,24,0,0.359,4123,78,range,1,23.6,0,2,0.856,0,verified,verified,train
system_a_task_1165,system_a,mod_0341,C,179,6,2,1,4,24,1,0.05,1772,3,range,1,0.31,0,1,0.234,0,unknown,verified,test
system_a_task_1166,system_a,mod_0342,C,133,3,1,1,19,4,0,0.41,2694,4,resource_leak,0,5.14,0,6,0.287,0,unknown,verified,train
system_a_task_1167,system_a,mod_0343,C,496,6,5,1,29,22,0,0.105,1609,99,range,0,6.83,0,5,0.554,0,verified,verified,train
system_a_task_1168,system_a,mod_0344,C,686,3,5,1,17,17,0,0.268,1335,141,memory_safety,0,0.86,0,7,0.213,0,verified,verified,train
system_a_task_1169,system_a,mod_0345,C,151,8,6,1,27,19,0,0.425,2124,115,memory_safety,0,2.53,0,9,0.855,0,verified,verified,train
system_a_task_1170,system_a,mod_0346,C,322,5,4,1,10,13,0,0.332,1984,100,nullness,0,1.55,0,2,0.48,0,verified,verified,train
system_a_task_1171,system_a,mod_0347,C,199,5,0,1,35,8,0,0.184,1126,171,memory_safety,1,3.49,1,4,0.478,0,unknown,verified,train
system_a_task_1172,system_a,mod_0348,C,779,3,6,1,2,11,0,0.044,3299,50,memory_safety,1,1.65,0,9,0.862,0,verified,verified,train
system_a_task_1173,system_a,mod_0349,C,370,4,1,1,3,23,0,0.412,5887,134,range,1,15.27,0,7,0.114,0,unknown,verified,train
system_a_task_1174,system_a,mod_0350,C,176,9,6,1,22,5,0,0.323,124,155,nullness,0,2.3,1,0,0.246,0,verified,verified,test
system_a_task_1175,system_a,mod_0351,C,393,6,3,1,32,24,0,0.225,974,131,nullness,0,1.71,0,9,0.482,0,verified,timeout,train
system_a_task_1176,system_a,mod_0352,C,293,5,6,0,4,10,0,0.43,2311,174,resource_leak,0,4.52,1,0,0.633,1,verified,verified,train
system_a_task_1177,system_a,mod_0353,C,426,6,5,1,25,24,0,0.398,5232,72,assertion,0,5.17,0,5,0.449,0,unknown,timeout,train
system_a_task_1178,system_a,mod_0354,C,316,4,6,1,20,6,0,0.252,428,122,assertion,0,3.77,0,8,0.117,0,verified,verified,train
system_a_task_1179,system_a,mod_0355,C,266,2,0,0,25,18,0,0.201,21144,30,assertion,0,20.49,0,8,0.064,0,verified,verified,test
system_a_task_1180,system_a,mod_0356,C,357,16,5,1,33,18,0,0.449,1899,106,nullness,0,5.27,0,5,0.221,0,verified,timeout,train
system_a_task_1181,system_a,mod_0357,C,203,8,0,1,39,10,0,0.336,4220,32,memory_safety,0,18.59,0,0,0.508,0,unknown,defect,train
system_a_task_1182,system_a,mod_0358,C,87,8,1,1,29,18,0,0.296,1717,71,memory_safety,1,2.62,0,6,0.148,0,unknown,timeout,train
system_a_task_1183,system_a,mod_0359,C,401,6,6,1,38,9,0,0.425,1340,27,range,0,3.1,0,9,0.587,0,verified,verified,train
system_a_task_1184,system_a,mod_0360,C,252,3,2,1,12,10,0,0.39,1973,33,nullness,0,9.0,0,2,0.784,0,verified,verified,test
system_a_task_1185,system_a,mod_0361,C,43,8,0,1,29,17,0,0.419,1087,155,memory_safety,0,2.14,0,5,0.844,0,verified,verified,test
system_a_task_1186,system_a,mod_0362,C,385,8,4,1,2,22,0,0.085,1515,39,range,0,3.15,0,5,0.77,0,verified,verified,train
system_a_task_1187,system_a,mod_0363,C,254,3,6,1,40,15,0,0.153,817,15,range,1,7.49,0,2,0.427,0,verified,verified,test
system_a_task_1188,system_a,mod_0364,C,386,5,0,1,6,11,0,0.103,742,11,range,0,8.29,0,6,0.361,0,verified,verified,train
system_a_task_1189,system_a,mod_0365,C,157,8,6,1,2,25,0,0.418,1264,151,concurrency,0,4.53,0,4,0.435,0,unknown,timeout,train
system_a_task_1190,system_a,mod_0366,C,566,4,3,1,34,17,0,0.372,1017,109,range,0,12.9,0,3,0.692,0,verified,defect,train
system_a_task_1191,system_a,mod_0367,C,407,8,4,0,30,24,0,0.308,3163,15,resource_leak,0,28.4,0,2,0.367,0,unknown,verified,train
system_a_task_1192,system_a,mod_0368,C,481,4,0,1,25,24,0,0.065,4395,83,assertion,0,12.0,0,7,0.513,0,verified,verified,train
system_a_task_1193,system_a,mod_0369,C,332,10,2,1,6,9,0,0.417,1679,109,resource_leak,0,0.61,0,3,0.549,0,verified,verified,train
system_a_task_1194,system_a,mod_0370,C,454,8,5,1,21,19,0,0.204,1451,144,concurrency,0,6.9,0,3,0.324,0,verified,verified,train
system_a_task_1195,system_a,mod_0371,C,508,10,0,1,35,13,0,0.427,3435,159,assertion,0,6.16,0,8,0.037,1,verified,verified,train
system_a_task_1196,system_a,mod_0372,C,331,10,4,1,11,5,0,0.183,572,24,memory_safety,0,13.51,0,5,0.137,0,verified,verified,train
system_a_task_1197,system_a,mod_0373,C,395,4,5,1,38,5,0,0.239,664,40,nullness,0,41.93,0,1,0.461,0,verified,verified,train
system_a_task_1198,system_a,mod_0374,C,1250,5,1,1,11,9,0,0.406,2512,24,range,0,5.46,0,5,0.541,0,unknown,timeout,train
system_a_task_1199,system_a,mod_0375,C,189,6,4,1,26,6,0,0.007,2573,117,assertion,0,7.15,0,4,0.941,0,unknown,verified,train
system_a_task_1200,system_a,mod_0376,C,129,16,6,1,12,16,0,0.025,5827,56,memory_safety,0,11.35,0,5,0.409,0,verified,timeout,train
system_a_task_1201,system_a,mod_0377,C,341,7,3,1,38,25,0,0.039,399,81,memory_safety,0,3.27,0,0,0.813,1,verified,verified,train
system_a_task_1202,system_a,mod_0378,C,364,6,5,1,35,13,0,0.228,319,124,nullness,0,6.69,0,3,0.673,1,unknown,verified,train
system_a_task_1203,system_a,mod_0379,C,249,8,0,1,14,4,0,0.331,2258,104,range,1,3.88,0,9,0.158,0,verified,verified,train
system_a_task_1204,system_a,mod_0380,C,436,8,4,1,21,14,0,0.424,491,147,range,1,7.25,0,4,0.415,0,verified,timeout,train
system_a_task_1205,system_a,mod_0381,C,272,6,0,1,31,25,1,0.252,598,105,nullness,0,2.34,0,6,0.033,0,verified,defect,train
system_a_task_1206,system_a,mod_0382,C,463,15,1,1,40,9,0,0.036,1005,98,range,0,7.8,0,6,0.3,0,verified,verified,train
system_a_task_1207,system_a,mod_0383,C,1517,7,6,1,4,4,0,0.2,7744,161,assertion,0,5.32,0,0,0.008,0,unknown,verified,test
system_a_task_1208,system_a,mod_0384,C,428,3,1,1,13,5,0,0.236,2209,84,nullness,0,3.41,0,7,0.659,0,verified,verified,test
system_a_task_1209,system_a,mod_0385,C,228,8,2,1,11,2,0,0.278,238,168,range,0,3.19,0,0,0.398,0,verified,timeout,train
system_a_task_1210,system_a,mod_0386,C,224,12,6,1,22,16,0,0.013,412,97,memory_safety,0,5.5,0,5,0.107,0,unknown,verified,test
system_a_task_1211,system_a,mod_0387,C,54,9,2,1,10,21,0,0.342,1354,158,range,0,23.2,0,9,0.359,0,verified,verified,test
system_a_task_1212,system_a,mod_0388,C,382,9,1,1,20,18,0,0.169,1312,18,range,0,13.59,0,7,0.033,1,unknown,timeout,train
system_a_task_1213,system_a,mod_0389,C,420,8,5,1,34,14,0,0.355,432,147,resource_leak,0,23.04,0,0,0.689,0,verified,verified,test
system_a_task_1214,system_a,mod_0390,C,122,7,3,1,40,21,0,0.033,961,49,range,1,5.04,0,9,0.029,0,unknown,timeout,train
system_a_task_1215,system_a,mod_0391,C,358,5,2,1,23,23,0,0.317,2067,94,range,0,5.62,0,5,0.634,0,verified,timeout,train
system_a_task_1216,system_a,mod_0392,C,335,5,4,1,14,3,0,0.01,505,92,memory_safety,0,15.1,0,9,0.645,0,verified,timeout,test
system_a_task_1217,system_a,mod_0393,C,197,6,1,0,39,14,0,0.003,4044,41,assertion,0,1.1,0,4,0.999,0,verified,verified,train
system_a_task_1218,system_a,mod_0394,C,1143,8,4,1,38,6,0,0.096,210,96,assertion,0,33.9,0,6,0.57,0,verified,timeout,train
system_a_task_1219,system_a,mod_0395,C,286,6,6,1,6,19,0,0.436,373,133,range,0,1.35,0,8,0.77,0,verified,verified,train
system_a_task_1220,system_a,mod_0396,C,292,26,1,1,6,24,0,0.237,365,50,range,0,6.33,1,3,0.871,0,unknown,verified,train
system_a_task_1221,system_a,mod_0397,C,172,5,6,0,28,10,0,0.395,3501,135,concurrency,0,3.17,0,7,0.072,0,unknown,verified,train
system_a_task_1222,system_a,mod_0398,C,722,3,1,1,2,7,0,0.073,1834,47,memory_safety,0,10.91,0,5,0.025,0,verified,verified,train
system_a_task_1223,system_a,mod_0399,C,141,12,4,1,10,3,0,0.219,953,151,range,1,6.07,0,5,0.661,0,verified,verified,train
system_a_task_1224,system_a,mod_0400,C,83,10,3,1,25,19,0,0.091,264,153,nullness,0,2.44,0,1,0.458,0,verified,verified,train
system_a_task_1225,system_a,mod_0401,C,184,12,0,1,17,5,0,0.41,3658,64,range,0,2.6,0,2,0.072,0,verified,timeout,train
system_a_task_1226,system_a,mod_0402,C,181,6,0,1,14,22,0,0.24,504,78,nullness,0,8.07,0,2,0.657,0,verified,verified,train
system_a_task_1227,system_a,mod_0403,C,215,3,4,1,36,9,1,0.284,640,87,nullness,0,1.17,0,4,0.082,0,verified,verified,train
system_a_task_1228,system_a,mod_0404,C,472,8,2,1,15,23,0,0.419,987,157,resource_leak,0,17.19,0,3,0.443,1,unknown,verified,train
system_a_task_1229,system_a,mod_0405,C,100,5,1,0,26,8,0,0.344,1479,58,assertion,0,3.74,0,2,0.864,1,verified,timeout,train
system_a_task_1230,system_a,mod_0406,C,121,6,4,1,23,0,0,0.066,2156,120,range,0,6.27,1,5,0.076,0,verified,verified,train
system_a_task_1231,system_a,mod_0407,C,258,13,3,1,31,2,0,0.346,3695,133,nullness,0,1.96,0,1,0.661,0,verified,verified,train
system_a_task_1232,system_a,mod_0408,C,340,11,4,1,3,1,0,0.188,2882,174,nullness,0,4.64,0,0,0.194,0,verified,timeout,train
system_a_task_1233,system_a,mod_0409,C,134,10,3,1,5,23,0,0.044,422,80,memory_safety,0,8.79,0,3,0.388,0,verified,verified,train
system_a_task_1234,system_a,mod_0410,C,255,7,0,1,8,21,0,0.197,2167,26,assertion,0,17.71,0,4,0.211,0,verified,verified,train
system_a_task_1235,system_a,mod_0411,C,764,8,1,1,20,3,0,0.006,338,30,range,0,8.61,0,1,0.185,0,verified,verified,train
system_a_task_1236,system_a,mod_0412,C,652,7,3,1,16,20,0,0.103,404,73,memory_safety,1,3.37,0,5,0.452,1,verified,timeout,test
system_a_task_1237,system_a,mod_0001,C,377,15,6,1,35,19,0,0.26,1237,31,range,0,4.1,0,3,0.876,0,verified,verified,train
system_a_task_1238,system_a,mod_0002,C,64,7,6,1,24,20,0,0.092,1020,23,range,1,7.63,0,7,0.915,0,verified,verified,test
system_a_task_1239,system_a,mod_0003,C,61,13,5,1,6,0,0,0.094,63,118,range,1,1.45,0,0,0.207,1,verified,verified,train
system_a_task_1240,system_a,mod_0004,C,189,7,3,1,7,12,0,0.129,627,53,nullness,0,2.02,0,0,0.109,0,unknown,timeout,train
system_a_task_1241,system_a,mod_0005,C,39,4,2,1,24,10,0,0.048,2231,36,range,1,3.53,1,4,0.277,0,verified,timeout,test
system_a_task_1242,system_a,mod_0006,C,320,6,4,1,10,8,0,0.345,2782,133,range,0,2.46,1,2,0.63,0,verified,timeout,test
system_a_task_1243,system_a,mod_0007,C,136,12,3,1,30,20,0,0.246,653,81,range,0,5.26,0,1,0.804,0,unknown,verified,train
system_a_task_1244,system_a,mod_0008,C,336,4,5,1,39,7,1,0.009,2339,158,memory_safety,1,2.17,0,5,0.304,0,verified,verified,test
system_a_task_1245,system_a,mod_0009,C,205,18,5,1,0,25,0,0.349,2512,104,memory_safety,1,10.76,0,3,0.388,0,verified,verified,train
system_a_task_1246,system_a,mod_0010,C,150,7,0,1,0,2,0,0.335,2547,130,memory_safety,0,2.16,0,1,0.141,0,verified,defect,train
system_a_task_1247,system_a,mod_0011,C,397,4,2,1,36,19,0,0.26,259,159,nullness,0,10.77,0,2,0.015,0,verified,verified,train
system_a_task_1248,system_a,mod_0012,C,263,5,0,1,16,5,0,0.137,1160,68,resource_leak,0,4.15,0,1,0.773,0,unknown,timeout,train
system_a_task_1249,system_a,mod_0013,C,1650,8,5,1,29,15,0,0.439,1205,33,memory_safety,0,3.41,0,9,0.103,0,unknown,verified,train
system_a_task_1250,system_a,mod_0014,C,430,6,5,0,15,15,0,0.062,573,106,assertion,0,15.1,0,6,0.796,0,unknown,verified,train
system_a_task_1251,system_a,mod_0015,C,209,6,5,1,1,0,0,0.211,880,34,range,0,21.34,0,1,0.819,0,verified,verified,train
system_a_task_1252,system_a,mod_0016,C,566,11,6,0,5,10,0,0.389,538,132,assertion,0,9.98,1,5,0.783,1,unknown,verified,train
system_a_task_1253,system_a,mod_0017,C,57,8,2,0,9,18,0,0.182,803,169,assertion,0,4.84,0,5,0.602,1,verified,verified,train
system_a_task_1254,system_a,mod_0018,C,490,18,5,1,35,11,0,0.447,1186,161,assertion,0,20.22,0,5,0.601,0,verified,verified,test
system_a_task_1255,system_a,mod_0019,C,125,2,4,1,14,19,0,0.289,823,46,memory_safety,0,6.05,0,6,0.708,0,verified,timeout,train
system_a_task_1256,system_a,mod_0020,C,260,3,5,1,32,15,0,0.311,2668,80,range,1,4.97,0,3,0.793,0,unknown,verified,train
system_a_task_1257,system_a,mod_0021,C,626,3,6,1,23,17,0,0.37,342,129,resource_leak,0,2.86,0,2,0.336,0,verified,timeout,train
system_a_task_1258,system_a,mod_0022,C,2507,11,6,1,25,18,0,0.022,398,149,nullness,0,1.29,0,3,0.608,0,verified,verified,train
system_a_task_1259,system_a,mod_0023,C,392,7,2,1,20,11,0,0.436,782,115,memory_safety,0,2.68,0,3,0.913,0,verified,verified,train
system_a_task_1260,system_a,mod_0024,C,408,8,4,1,9,15,0,0.029,1818,100,resource_leak,0,6.75,0,9,0.837,0,verified,timeout,train
system_a_task_1261,system_a,mod_0025,C,290,9,2,0,27,10,0,0.23,4665,9,assertion,0,5.73,1,3,0.442,1,verified,defect,train
system_a_task_1262,system_a,mod_0026,C,128,17,3,1,23,13,0,0.259,1677,34,memory_safety,0,5.13,0,3,0.34,0,verified,verified,train
system_a_task_1263,system_a,mod_0027,C,807,20,1,1,2,10,0,0.075,1837,117,range,0,4.71,0,0,0.671,0,unknown,verified,test
system_a_task_1264,system_a,mod_0028,C,132,8,5,1,0,25,0,0.173,190,139,range,1,5.93,0,3,0.971,0,verified,verified,test
system_a_task_1265,system_a,mod_0029,C,1656,2,0,1,40,25,0,0.034,6480,32,range,0,3.5,0,1,0.886,0,unknown,verified,test
system_a_task_1266,system_a,mod_0030,C,298,9,4,1,5,1,1,0.205,1206,158,range,1,27.6,0,3,0.242,0,unknown,verified,train
system_a_task_1267,system_a,mod_0031,C,392,6,5,1,20,6,0,0.006,676,24,nullness,0,3.01,0,2,0.367,0,verified,verified,train
system_a_task_1268,system_a,mod_0032,C,84,2,2,1,2,22,0,0.25,1782,73,memory_safety,0,0.65,0,4,0.126,0,verified,verified,train
system_a_task_1269,system_a,mod_0033,C,247,13,1,1,38,3,1,0.063,652,79,memory_safety,1,4.86,0,2,0.69,0,verified,defect,train
system_a_task_1270,system_a,mod_0034,C,103,8,6,1,26,25,0,0.444,3789,20,memory_safety,1,2.18,1,3,0.304,0,verified,timeout,train
system_a_task_1271,system_a,mod_0035,C,597,7,6,0,12,25,0,0.068,941,113,resource_leak,0,7.59,1,6,0.822,0,unknown,verified,test
system_a_task_1272,system_a,mod_0036,C,861,11,3,1,34,11,0,0.437,6891,6,assertion,0,18.28,0,6,0.176,0,unknown,verified,train
system_a_task_1273,system_a,mod_0037,C,132,9,2,0,13,11,0,0.336,1625,131,resource_leak,0,3.82,0,5,0.056,0,verified,timeout,test
system_a_task_1274,system_a,mod_0038,C,479,9,1,1,30,9,0,0.42,1362,9,range,0,1.36,0,4,0.132,0,verified,verified,train
